epoch,logE_MAE,logE_MSE,loss,val_logE_MAE,val_logE_MSE,val_loss
0,0.6925195455551147,0.7507607340812683,0.37245237827301025,0.7264750599861145,0.8209457993507385,0.4052525460720062
