epoch,loss_E,nSigmaMAE,nSigmaMAE_weighted,nlogE_MAE,nlogE_MAE_weighted,val_loss_E,val_nSigmaMAE,val_nSigmaMAE_weighted,val_nlogE_MAE,val_nlogE_MAE_weighted
0,563.0623168945312,0.5766024589538574,0.5766024589538574,0.6967157125473022,0.6967157125473022,3.034524917602539,0.4054432809352875,0.4054432809352875,0.575614869594574,0.575614869594574
1,1.2367362976074219,0.42994463443756104,0.42994463443756104,0.5777088403701782,0.5777088403701782,0.6160905361175537,0.45479899644851685,0.45479899644851685,0.5714935064315796,0.5714935064315796
2,0.4649735689163208,0.43160566687583923,0.43160566687583923,0.5686720013618469,0.5686720013618469,0.3607819378376007,0.4038652181625366,0.4038652181625366,0.5607460737228394,0.5607460737228394
3,0.2796761691570282,0.3772222697734833,0.3772222697734833,0.5500693321228027,0.5500693321228027,0.20808608829975128,0.35008224844932556,0.35008224844932556,0.5420088171958923,0.5420088171958923
4,0.07267708331346512,0.33351102471351624,0.33351102471351624,0.5209159255027771,0.5209159255027771,-0.008418051525950432,0.3260337710380554,0.3260337710380554,0.5104188919067383,0.5104188919067383
5,-0.0696202889084816,0.3158413767814636,0.3158413767814636,0.4986392557621002,0.4986392557621002,-0.13397736847400665,0.30869099497795105,0.30869099497795105,0.4893970191478729,0.4893970191478729
6,-0.1881771981716156,0.3001405894756317,0.3001405894756317,0.47676554322242737,0.47676554322242737,-0.24761050939559937,0.297456294298172,0.297456294298172,0.4674036204814911,0.4674036204814911
7,-0.28908854722976685,0.28731048107147217,0.28731048107147217,0.4573582410812378,0.4573582410812378,-0.3210154175758362,0.28664079308509827,0.28664079308509827,0.4530845880508423,0.4530845880508423
8,-0.35484325885772705,0.27979663014411926,0.27979663014411926,0.44431009888648987,0.44431009888648987,-0.37612298130989075,0.278062105178833,0.278062105178833,0.44250985980033875,0.44250985980033875
9,-0.4047676920890808,0.27393102645874023,0.27393102645874023,0.43482375144958496,0.43482375144958496,-0.4160752594470978,0.27281999588012695,0.27281999588012695,0.43536174297332764,0.43536174297332764
10,-0.4399208724498749,0.2697555422782898,0.2697555422782898,0.4282951354980469,0.4282951354980469,-0.4512239396572113,0.2700125277042389,0.2700125277042389,0.4290693700313568,0.4290693700313568
11,-0.4672205150127411,0.26640254259109497,0.26640254259109497,0.42344149947166443,0.42344149947166443,-0.4698009490966797,0.2667032778263092,0.2667032778263092,0.427003413438797,0.427003413438797
12,-0.48621347546577454,0.2641352415084839,0.2641352415084839,0.42006799578666687,0.42006799578666687,-0.49109309911727905,0.26411178708076477,0.26411178708076477,0.4223285913467407,0.4223285913467407
13,-0.5021212697029114,0.26243430376052856,0.26243430376052856,0.4172041118144989,0.4172041118144989,-0.5069298148155212,0.26101866364479065,0.26101866364479065,0.4189988076686859,0.4189988076686859
14,-0.5155347585678101,0.26081427931785583,0.26081427931785583,0.41500893235206604,0.41500893235206604,-0.5182071328163147,0.2604185938835144,0.2604185938835144,0.4166765511035919,0.4166765511035919
15,-0.5262072086334229,0.2596821188926697,0.2596821188926697,0.41310739517211914,0.41310739517211914,-0.5237302184104919,0.257851779460907,0.257851779460907,0.41487717628479004,0.41487717628479004
16,-0.5370662808418274,0.25848492980003357,0.25848492980003357,0.4113354980945587,0.4113354980945587,-0.5363370180130005,0.2572987973690033,0.2572987973690033,0.412438303232193,0.412438303232193
17,-0.545602560043335,0.2574674189090729,0.2574674189090729,0.40988314151763916,0.40988314151763916,-0.5449062585830688,0.2559097409248352,0.2559097409248352,0.4109402894973755,0.4109402894973755
18,-0.5543354153633118,0.25655463337898254,0.25655463337898254,0.40845686197280884,0.40845686197280884,-0.5497375130653381,0.2558036744594574,0.2558036744594574,0.4090288281440735,0.4090288281440735
19,-0.561265230178833,0.2557762861251831,0.2557762861251831,0.4073103368282318,0.4073103368282318,-0.559175431728363,0.25341933965682983,0.25341933965682983,0.40781399607658386,0.40781399607658386
20,-0.5677953958511353,0.25507086515426636,0.25507086515426636,0.4062082767486572,0.4062082767486572,-0.56144118309021,0.25462114810943604,0.25462114810943604,0.40708085894584656,0.40708085894584656
21,-0.5740190148353577,0.25432372093200684,0.25432372093200684,0.40523284673690796,0.40523284673690796,-0.5680060982704163,0.253267765045166,0.253267765045166,0.4051300585269928,0.4051300585269928
22,-0.579717755317688,0.25374436378479004,0.25374436378479004,0.40440165996551514,0.40440165996551514,-0.5710515379905701,0.2531910836696625,0.2531910836696625,0.40471890568733215,0.40471890568733215
23,-0.5797384977340698,0.25370872020721436,0.25370872020721436,0.40426912903785706,0.40426912903785706,-0.5830201506614685,0.25161170959472656,0.25161170959472656,0.4035544693470001,0.4035544693470001
24,-0.5900940299034119,0.25261929631233215,0.25261929631233215,0.4027578830718994,0.4027578830718994,-0.5835916996002197,0.2514042258262634,0.2514042258262634,0.40300777554512024,0.40300777554512024
25,-0.5939474701881409,0.25202617049217224,0.25202617049217224,0.4022579491138458,0.4022579491138458,-0.5905463099479675,0.2509046196937561,0.2509046196937561,0.40215227007865906,0.40215227007865906
26,10050846.0,0.5799922943115234,0.5799922943115234,0.7541697025299072,0.7541697025299072,8581835.0,1.4415855407714844,1.4415855407714844,1.3989943265914917,1.3989943265914917
27,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
