epoch,logE_MAE,logE_MSE,loss,val_logE_MAE,val_logE_MSE,val_loss
0,0.6154971122741699,0.6266836524009705,0.9511079788208008,0.6180258989334106,0.630470871925354,1.251668930053711
1,0.5851105451583862,0.5783005952835083,0.877825140953064,0.6020529866218567,0.6058750748634338,1.1837728023529053
2,0.5761536359786987,0.564452588558197,0.8568078279495239,0.5983980894088745,0.5954935550689697,1.1674907207489014
3,0.5709710717201233,0.55641770362854,0.8446054458618164,0.5952797532081604,0.5916062593460083,1.1618441343307495
4,0.567272961139679,0.5506575703620911,0.8358455300331116,0.5906988978385925,0.5855795741081238,1.1462037563323975
5,0.5643651485443115,0.5461042523384094,0.8289341926574707,0.5889057517051697,0.582781195640564,1.1353118419647217
6,0.5619832873344421,0.5423305034637451,0.8231925964355469,0.5854997634887695,0.5776641964912415,1.117754578590393
7,0.5599270462989807,0.5390421748161316,0.8181941509246826,0.5873408913612366,0.579455554485321,1.1364061832427979
