epoch,loss_E,nSigmaMAE,nSigmaMAE_weighted,nlogE_MAE,nlogE_MAE_weighted,val_loss_E,val_nSigmaMAE,val_nSigmaMAE_weighted,val_nlogE_MAE,val_nlogE_MAE_weighted
0,1614.65380859375,1.1166632175445557,0.9015306830406189,0.8333653807640076,1.1923435926437378,1589.9881591796875,1.03076171875,0.8201340436935425,0.870169997215271,1.2722716331481934
1,1528.0433349609375,1.0420781373977661,0.8439421057701111,0.8171216249465942,1.1614130735397339,1526.7738037109375,1.0002665519714355,0.785183310508728,0.841863214969635,1.2212556600570679
2,1486.6239013671875,1.0276480913162231,0.8235803842544556,0.7951384782791138,1.1259922981262207,1500.9327392578125,0.9953621029853821,0.774575412273407,0.8255434036254883,1.1881593465805054
3,1469.9215087890625,1.0288888216018677,0.8232120871543884,0.7822721600532532,1.0989397764205933,1494.26806640625,0.9941022992134094,0.7722916603088379,0.8213929533958435,1.1796190738677979
4,1468.914306640625,1.0232563018798828,0.8189178705215454,0.7852638363838196,1.100234866142273,1492.683349609375,0.993776261806488,0.7717620134353638,0.8204291462898254,1.177632451057434
