epoch,SigmaMAE,SigmaMSE,logE_MAE,logE_MSE,loss_E,val_SigmaMAE,val_SigmaMSE,val_logE_MAE,val_logE_MSE,val_loss_E
0,0.699257493019104,0.6740943789482117,0.8362905383110046,1.1057071685791016,1.0533322095870972,0.624596893787384,0.5507807731628418,0.7287552356719971,0.8393024802207947,0.9208913445472717
1,0.7103858590126038,0.6908743381500244,0.7812697291374207,0.9791223406791687,62.93278121948242,0.6324506998062134,0.5511390566825867,0.7315471172332764,0.8677242398262024,0.9506606459617615
2,0.6234500408172607,0.553188145160675,0.7893764972686768,1.0098624229431152,0.8359330892562866,0.5328410863876343,0.43071213364601135,0.7118589878082275,0.8241583704948425,0.7377838492393494
3,0.5798923969268799,0.4984155297279358,0.7553266882896423,0.949610710144043,0.666680634021759,0.5873558521270752,0.4921708106994629,0.7097951173782349,0.8237076997756958,0.6735808849334717
4,0.5408647656440735,0.4486180543899536,0.7347036600112915,0.9139595031738281,0.5369783639907837,0.49858975410461426,0.3869316577911377,0.6838844418525696,0.7827932238578796,0.5309163331985474
5,0.5227866768836975,0.4252025783061981,0.7217447757720947,0.8909195065498352,0.4657962918281555,0.5013436675071716,0.3942679166793823,0.681552529335022,0.7836861610412598,0.4525870978832245
6,0.5104246139526367,0.4088052809238434,0.7126604318618774,0.874796986579895,0.4205593168735504,0.49800437688827515,0.3905976712703705,0.6669677495956421,0.7591791152954102,0.41654568910598755
7,0.5002851486206055,0.39603498578071594,0.705452024936676,0.8631093502044678,0.38348308205604553,0.48490583896636963,0.37292325496673584,0.667935311794281,0.762359082698822,0.4076123535633087
8,0.4912061095237732,0.3849821388721466,0.6988327503204346,0.8523826003074646,0.3432024121284485,0.47950154542922974,0.3675011098384857,0.6628654599189758,0.7561839818954468,0.38337647914886475
9,0.48390746116638184,0.3760443329811096,0.6935163140296936,0.8436567187309265,0.31005197763442993,0.47778040170669556,0.3659748435020447,0.6585365533828735,0.7544175386428833,0.3482508659362793
10,0.47810712456703186,0.36864691972732544,0.6892210841178894,0.8363254070281982,0.28486528992652893,0.47508153319358826,0.3627886176109314,0.6565957069396973,0.7530342936515808,0.3309379816055298
11,0.4736776649951935,0.36306074261665344,0.6851297616958618,0.8293288946151733,0.2635044455528259,0.4689446687698364,0.3562556803226471,0.6583563685417175,0.7597543597221375,0.31893205642700195
12,0.4695979356765747,0.35794156789779663,0.6818997263908386,0.8237733244895935,0.24473708868026733,0.4656188189983368,0.3521188497543335,0.6541750431060791,0.7550457715988159,0.30453234910964966
