epoch,loss_E,nSigmaMAE,nSigmaMAE_weighted,nlogE_MAE,nlogE_MAE_weighted,val_loss_E,val_nSigmaMAE,val_nSigmaMAE_weighted,val_nlogE_MAE,val_nlogE_MAE_weighted
0,-0.2899318039417267,0.2911301553249359,0.2911301553249359,0.4505685567855835,0.4505685567855835,-0.46015405654907227,0.27765828371047974,0.27765828371047974,0.4215427041053772,0.4215427041053772
1,-0.5094898343086243,0.26109015941619873,0.26109015941619873,0.4139697551727295,0.4139697551727295,-0.5441731810569763,0.27276358008384705,0.27276358008384705,0.404287725687027,0.404287725687027
2,-0.595727264881134,0.25114867091178894,0.25114867091178894,0.3999495506286621,0.3999495506286621,-0.6406163573265076,0.2564980983734131,0.2564980983734131,0.3903786242008209,0.3903786242008209
3,-0.6772376298904419,0.24195922911167145,0.24195922911167145,0.38633114099502563,0.38633114099502563,-0.7024945616722107,0.24430863559246063,0.24430863559246063,0.38015270233154297,0.38015270233154297
4,-0.7293401956558228,0.23628777265548706,0.23628777265548706,0.3781300485134125,0.3781300485134125,-0.7441636919975281,0.24014227092266083,0.24014227092266083,0.3735775947570801,0.3735775947570801
5,-0.7675437331199646,0.23210333287715912,0.23210333287715912,0.3724716603755951,0.3724716603755951,-0.7631856799125671,0.23692044615745544,0.23692044615745544,0.3726167380809784,0.3726167380809784
6,-0.7975889444351196,0.22896763682365417,0.22896763682365417,0.36808210611343384,0.36808210611343384,-0.7723317742347717,0.23595276474952698,0.23595276474952698,0.3712214529514313,0.3712214529514313
7,-0.8225883841514587,0.2262910008430481,0.2262910008430481,0.36472421884536743,0.36472421884536743,-0.7896708250045776,0.23121942579746246,0.23121942579746246,0.3683765232563019,0.3683765232563019
8,-0.846062421798706,0.22390787303447723,0.22390787303447723,0.36158981919288635,0.36158981919288635,-0.7895892262458801,0.22961442172527313,0.22961442172527313,0.3680140972137451,0.3680140972137451
9,-0.8683335781097412,0.2215961366891861,0.2215961366891861,0.35869941115379333,0.35869941115379333,-0.7955337762832642,0.22544999420642853,0.22544999420642853,0.36636051535606384,0.36636051535606384
10,-0.8904255032539368,0.2194657325744629,0.2194657325744629,0.3559340238571167,0.3559340238571167,-0.7946047186851501,0.22501474618911743,0.22501474618911743,0.36593255400657654,0.36593255400657654
11,-0.9106475114822388,0.21730034053325653,0.21730034053325653,0.35343432426452637,0.35343432426452637,-0.7893369793891907,0.22536776959896088,0.22536776959896088,0.3666718006134033,0.3666718006134033
12,-0.9309625029563904,0.21524710953235626,0.21524710953235626,0.3508818745613098,0.3508818745613098,-0.7709235548973083,0.22102200984954834,0.22102200984954834,0.36372801661491394,0.36372801661491394
13,-0.9494045376777649,0.21349115669727325,0.21349115669727325,0.3486081063747406,0.3486081063747406,-0.7654029130935669,0.2200160026550293,0.2200160026550293,0.36395499110221863,0.36395499110221863
14,-0.9704268574714661,0.21140460669994354,0.21140460669994354,0.34605827927589417,0.34605827927589417,-0.7581037282943726,0.2199869006872177,0.2199869006872177,0.3653367757797241,0.3653367757797241
15,-0.9897217750549316,0.20947173237800598,0.20947173237800598,0.34363600611686707,0.34363600611686707,-0.697269856929779,0.2174464911222458,0.2174464911222458,0.36421287059783936,0.36421287059783936
16,-1.0094836950302124,0.20758038759231567,0.20758038759231567,0.34113407135009766,0.34113407135009766,-0.6750972867012024,0.2188892513513565,0.2188892513513565,0.36485427618026733,0.36485427618026733
17,-1.0289944410324097,0.2058895081281662,0.2058895081281662,0.33858975768089294,0.33858975768089294,-0.667179524898529,0.21969173848628998,0.21969173848628998,0.3656863868236542,0.3656863868236542
18,-1.0486958026885986,0.20406509935855865,0.20406509935855865,0.3362254202365875,0.3362254202365875,-0.6476213335990906,0.21890529990196228,0.21890529990196228,0.36618101596832275,0.36618101596832275
19,-1.0648581981658936,0.2024303376674652,0.2024303376674652,0.3341183066368103,0.3341183066368103,-0.6217736005783081,0.2194303423166275,0.2194303423166275,0.36695596575737,0.36695596575737
20,-1.086294412612915,0.2006264477968216,0.2006264477968216,0.33130499720573425,0.33130499720573425,-0.624849259853363,0.2204783707857132,0.2204783707857132,0.3677566647529602,0.3677566647529602
21,-1.1061488389968872,0.19874157011508942,0.19874157011508942,0.328973650932312,0.328973650932312,-0.6222123503684998,0.22154898941516876,0.22154898941516876,0.3691271245479584,0.3691271245479584
22,-1.1255613565444946,0.19716216623783112,0.19716216623783112,0.3263724148273468,0.3263724148273468,-0.5545178651809692,0.21912488341331482,0.21912488341331482,0.3690500259399414,0.3690500259399414
23,-1.1442558765411377,0.1957114040851593,0.1957114040851593,0.3240062892436981,0.3240062892436981,-0.5587682127952576,0.22107842564582825,0.22107842564582825,0.371304452419281,0.371304452419281
